"Year","site_sp","ring_width","Location","Latitude","Longitude"
1935,"OH_Heu_LITU",0.944,"OH_Heu","39.578251999999999","-84.738961"
1935,"OH_Joh_CAOV",1.148,"OH_Joh","40.880000000000003","-81.75"
1935,"OH_Joh_QUAL",1.261,"OH_Joh","40.880000000000003","-81.75"
1935,"OH_Joh_QURU",1.018,"OH_Joh","40.880000000000003","-81.75"
1935,"OH_Rid_LITU",1.151,"OH_Rid","39.349398999999998","-82.072414"
1935,"OH_Rid_QUAL",1.164,"OH_Rid","39.349398999999998","-82.072414"
1935,"OH_Rid_QUMO",1.167,"OH_Rid","39.349398999999998","-82.072414"
1935,"Otter_Creek,_PA_LITU",1.111,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1935,"Otter_Creek,_PA_QUAL",1.172,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1935,"Otter_Creek,_PA_QURU",1.116,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1935,"Otter_Creek,_PA_QUVE",1.189,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1935,"PA_Ala_LITU",0.963,"PA_Ala","40.69","-77.75"
1935,"PA_Ala_QUAL",1.169,"PA_Ala","40.69","-77.75"
1935,"PA_Ala_QURU",1.225,"PA_Ala","40.69","-77.75"
1935,"Pine_Lake,_Oneonta,_NY_QURU",1.023,"Pine_Lake,_Oneonta,_NY","42.471333333333334","-74.9258166666667"
1935,"Palmaghatt1_BEAL",1.044,"Palmaghatt1","41.710008000000002","-74.247273"
1935,"Palmaghatt5_QUMO",0.971,"Palmaghatt5","41.705475","-74.251715"
1935,"Palmaghatt5_QURU",1.114,"Palmaghatt5","41.705475","-74.251715"
1935,"Potomac_River,_Dranesville,_VA_QUMO",1.032,"Potomac_River,_Dranesville,_VA","39.058116666666663","-77.3299166666667"
1935,"Prospect_Mtn._ADKs,_NY_BELE",1.026,"Prospect_Mtn._ADKs,_NY","43.417499999999997","-73.729"
1935,"Prospect_Mtn,_ADKs_QURU",0.999,"Prospect_Mtn,_ADKs","43.418266666666668","-73.7550833333333"
1935,"Prospect_Mtn,_ADKs,_NY_CAOV",1.148,"Prospect_Mtn,_ADKs,_NY","43.421666666666667","-73.57"
1935,"RamsHornSwamp_QUAL",1.166,"RamsHornSwamp","42.199420000000003","-73.864775"
1935,"Rooster_Hill_QURU",1.016,"Rooster_Hill","43.231380000000001","-74.52254"
1935,"Schunemunk_QUAL",1.176,"Schunemunk","41.376069999999999","-74.115522"
1935,"Sheridan_Mountain_QURU",1.044,"Sheridan_Mountain","44.528399999999998","-71.63805"
1935,"Singer_Farm_QURU",1.005,"Singer_Farm","43.349633300000001","-78.6612333"
1935,"Stott_Farm,_Argyle,_NY_CAGL",1.043,"Stott_Farm,_Argyle,_NY","43.187999999999995","-73.4988333333333"
1935,"ThreePonds_CATO",1.382,"ThreePonds"," 36.670247","-89.127605"
1935,"TN_Boo_LITU",1.059,"TN_Boo","35.621211000000002","-83.086317"
1935,"TN_Chi_LITU",1.059,"TN_Chi","35.689200999999997","-83.61108"
1935,"TN_Chi_QUAL",1.305,"TN_Chi","35.689200999999997","-83.61108"
1935,"TN_For_LITU",1.091,"TN_For","35.553618","-83.838504"
1935,"TN_Gre_QUMO",1.181,"TN_Gre","35.706690999999999","-83.33878"
1935,"TN_Por_LITU",1.123,"TN_Por","35.677073","-83.397134"
1935,"TN_Rai_LITU",1.046,"TN_Rai","35.664957000000001","-83.463175"
1935,"TN_Sco_LITU",1.047,"TN_Sco","35.594862999999997","-83.916167"
1935,"UTTERTOWN_QURU",0.844,"UTTERTOWN","41.117066700000002","-74.4169833"
1935,"Wachusett_Mtn_QURU",1.019,"Wachusett_Mtn","42.49","-71.88"
1935,"Warren_Cutler_Boy_Scout_Res.,_Naples,_NY_QURU",1.184,"Warren_Cutler_Boy_Scout_Res.,_Naples,_NY","42.682449999999996","-77.4299666666667"
1935,"WhiskeyHollow_QUMO",1.159,"WhiskeyHollow","43.119135","-76.386846"
1935,"Winooski_CAOV",1.072,"Winooski","44.555753000000003","-73.113145"
1935,"Winooski_QUAL",1.078,"Winooski","44.555753000000003","-73.113145"
1935,"Winooski_QUMO",1.079,"Winooski","44.555753000000003","-73.113145"
1935,"WV_Ced_QUMO",1.078,"WV_Ced","38.65","-79.3667"
1935,"Zoar_Lick_QURU",1.21,"Zoar_Lick","42.4230333","-78.8945"
1935,"SCBI_CACO",1.136,"SCBI","38.8935","-78.1454"
1935,"SCBI_CAGL",1.016,"SCBI","38.8935","-78.1454"
1935,"SCBI_CAOL",0.911,"SCBI","38.8935","-78.1454"
1935,"SCBI_CATO",0.803,"SCBI","38.8935","-78.1454"
1935,"SCBI_FAGR",0.987,"SCBI","38.8935","-78.1454"
1935,"SCBI_FRAM",0.99,"SCBI","38.8935","-78.1454"
1935,"SCBI_FRNI",0.999,"SCBI","38.8935","-78.1454"
1935,"SCBI_JUNI",0.945,"SCBI","38.8935","-78.1454"
1935,"SCBI_LITU",0.947,"SCBI","38.8935","-78.1454"
1935,"SCBI_PIST",0.804,"SCBI","38.8935","-78.1454"
1935,"SCBI_QUAL",1.004,"SCBI","38.8935","-78.1454"
1935,"SCBI_QUPR",0.98,"SCBI","38.8935","-78.1454"
1935,"SCBI_QURU",1.064,"SCBI","38.8935","-78.1454"
1935,"SCBI_QUVE",0.996,"SCBI","38.8935","-78.1454"
1935,"HF_ACRU",0.968,"HF","42.5388","-72.18"
1935,"HF_BEAL",1.098,"HF","42.5388","-72.18"
1935,"HF_FRAM",1.112,"HF","42.5388","-72.18"
1935,"HF_QURU",0.912,"HF","42.5388","-72.18"
1935,"HF_TSCA",1.167,"HF","42.5388","-72.18"
1936,"Aquidneck_Rhode_Island_QURU",0.986,"Aquidneck_Rhode_Island","41.569283300000002","-71.2840333"
1936,"SIPSEY_WILDERNESS_CAGL",0.791,"SIPSEY_WILDERNESS","34.357419","-87.427427"
1936,"Arnot_Forest,_NY_QURU",0.679,"Arnot_Forest,_NY","42.271616666666667","-76.6267666666667"
1936,"Bear_Island,_MD_CAGL",0.756,"Bear_Island,_MD","38.984566666666666","-77.2423166666667"
1936,"Bent_Creek_QUST",0.902,"Bent_Creek","35.5","-82.6"
1936,"Big_Canoe_QUAL",0.936,"Big_Canoe","34.475662999999997","-84.329251"
1936,"Black_Rock_Blueberry_Fields,_Black_Rock_Forest_QURU",1.531,"Black_Rock_Blueberry_Fields,_Black_Rock_Forest","41.383000000000003","-74.017"
1936,"Blue_Ridge_Parkway/Patty's_Oaks_update_QUMO",0.937,"Blue_Ridge_Parkway/Patty's_Oaks_update","37.536433333333335","-79.4948833333333"
1936,"Bronx,_Hunter_Island,_NY_QUST",0.993,"Bronx,_Hunter_Island,_NY","40.875455600000002","-73.7900333"
1936,"Curtiss-Gale_Wildlife_Preserve,_Fulton,_NY_QURU",0.767,"Curtiss-Gale_Wildlife_Preserve,_Fulton,_NY","43.288583333333328","-76.3885333333333"
1936,"DanielBoone_London_District_FAGR",0.835,"DanielBoone_London_District","37.130000000000003","-84.27"
1936,"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU_LITU",0.51,"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU",NA,NA
1936,"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC_MAAC",0.729,"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC",NA,NA
1936,"Fiddler<U+393C><U+3E32>s_Green,_VA_CAOV_CAOV",0.958,"Fiddler<U+393C><U+3E32>s_Green,_VA_CAOV",NA,NA
1936,"Fiddler<U+393C><U+3E32>s_Green_QURU_QURU",0.783,"Fiddler<U+393C><U+3E32>s_Green_QURU",NA,NA
1936,"Green_Ridge,_MD_CAOV",0.842,"Green_Ridge,_MD","39.6569","-78.4005333333333"
1936,"FRICK_CREEK_LITU",0.913,"FRICK_CREEK","34.76","-84.3"
1936,"Goose_Egg_FAGR",0.321,"Goose_Egg","43.069875000000003","-73.286652"
1936,"Goodnow_Mtn_QURU",0.807,"Goodnow_Mtn","43.907716700000002","-74.2180333"
1936,"Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU",0.895,"Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU","43.068333333333335","-73.29"
1936,"Goose_Egg_Ridge,_NY_QUAL_QUAL",0.965,"Goose_Egg_Ridge,_NY_QUAL","43.068333333333335","-73.29"
1936,"Goose_Egg_Ridge,_NY_QUAL_QUMO",0.722,"Goose_Egg_Ridge,_NY_QUAL","43.068333333333335","-73.29"
1936,"Greenbrook_Sanctuary,_NJ_LITU_LITU",1.95,"Greenbrook_Sanctuary,_NJ_LITU","40.921599999999998","-73.9297"
1936,"IA_Geo_QUAL",0.796,"IA_Geo","40.824689999999997","-91.391817"
1936,"IA_Lac_CAOV",0.95,"IA_Lac","40.716610000000003","-91.981867"
1936,"IA_Lac_QUAL",0.766,"IA_Lac","40.716610000000003","-91.981867"
1936,"IA_Pal_CAOV",0.859,"IA_Pal","41.908174000000002","-91.512774"
1936,"IA_Pal_QUAL",0.869,"IA_Pal","41.908174000000002","-91.512774"
1936,"IL_Bea_ACSA",0.61,"IL_Bea","38.349770999999997","-87.828127"
1936,"IL_Bea_FRAM",0.744,"IL_Bea","38.349770999999997","-87.828127"
1936,"IL_Bea_LITU",0.677,"IL_Bea","38.349770999999997","-87.828127"
1936,"IL_Bea_QUAL",0.806,"IL_Bea","38.349770999999997","-87.828127"
1936,"IL_Bea_QURU",0.801,"IL_Bea","38.349770999999997","-87.828127"
1936,"IL_Fer_LITU",0.572,"IL_Fer","37.529400000000003","-88.9828"
1936,"IL_Fer_QUAL",0.708,"IL_Fer","37.529400000000003","-88.9828"
1936,"IL_Fox_ACSA",0.52,"IL_Fox","39.395555000000002","-88.161265"
1936,"IL_Fox_CAOV",0.819,"IL_Fox","39.395555000000002","-88.161265"
1936,"IL_Fox_QUAL",0.717,"IL_Fox","39.395555000000002","-88.161265"
1936,"IL_Gia_QUAL",0.719,"IL_Gia","37.6","-89.2"
1936,"IL_Kic_ACSA",0.59,"IL_Kic","40.138291000000002","-87.745765"
1936,"IL_Kic_CAOV",0.737,"IL_Kic","40.138291000000002","-87.745765"
1936,"IL_Kic_QUAL",0.685,"IL_Kic","40.138291000000002","-87.745765"
1936,"IL_Lin_ACSA",0.741,"IL_Lin","39.982858","-89.852411"
1936,"IL_Lin_CAOV",0.821,"IL_Lin","39.982858","-89.852411"
1936,"IL_Lin_QUAL",0.694,"IL_Lin","39.982858","-89.852411"
1936,"IL_Sta_QUAL",0.806,"IL_Sta","41.307161000000001","-88.993812"
1936,"IL_Sta_QURU",0.827,"IL_Sta","41.307161000000001","-88.993812"
1936,"IN_Ben_ACSA",0.786,"IN_Ben","41.664710999999997","-86.508244"
1936,"IN_Bro_QURU",0.718,"IN_Bro","39.060237000000001","-86.279252"
1936,"IN_Can_LITU",0.771,"IN_Can","41.126196999999998","-85.109915"
1936,"IN_Don_ACSA",0.596,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Don_CAOV",0.73,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Don_LITU",0.524,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Don_QUAL",0.743,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Don_QUVE",0.74,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Don_QURU",0.715,"IN_Don","38.729999999999997","-86.42"
1936,"IN_Dou_QUAL",0.714,"IN_Dou","41.518301000000001","-84.866101"
1936,"IN_Gin_LITU",0.543,"IN_Gin","40.348061999999999","-85.438848"
1936,"IN_Hem_CAOV",0.767,"IN_Hem","38.229087","-87.366519"
1936,"IN_Hem_QUAL",0.605,"IN_Hem","38.229087","-87.366519"
1936,"IN_Hoo_CAOV",0.694,"IN_Hoo","39.25","-86.89"
1936,"IN_Hoo_FRAM",0.689,"IN_Hoo","39.25","-86.89"
1936,"IN_Hoo_LITU",0.522,"IN_Hoo","39.25","-86.89"
1936,"IN_Hoo_QURU",0.697,"IN_Hoo","39.25","-86.89"
1936,"IN_Lat_ACSA",0.592,"IN_Lat","39.158302999999997","-86.493394"
1936,"IN_Lat_LITU",0.519,"IN_Lat","39.158302999999997","-86.493394"
1936,"IN_Lil_ACSA",0.833,"IN_Lil","39.2361","-86.2204"
1936,"IN_Lil_CAOV",0.882,"IN_Lil","39.2361","-86.2204"
1936,"IN_Lil_LITU",0.371,"IN_Lil","39.2361","-86.2204"
1936,"IN_Lil_QUAL",0.549,"IN_Lil","39.2361","-86.2204"
1936,"IN_Lil_QUMO",0.664,"IN_Lil","39.2361","-86.2204"
1936,"IN_Lil_QUVE",0.652,"IN_Lil","39.2361","-86.2204"
1936,"IN_Mel_ACSA",1.388,"IN_Mel","39.505057000000001","-85.669107"
1936,"IN_Mel_CAOV",0.782,"IN_Mel","39.505057000000001","-85.669107"
1936,"IN_Mel_FRNI",0.713,"IN_Mel","39.505057000000001","-85.669107"
1936,"IN_Mel_LITU",0.252,"IN_Mel","39.505057000000001","-85.669107"
1936,"IN_Mel_QUMA",0.824,"IN_Mel","39.505057000000001","-85.669107"
1936,"IN_MMS_ACSA",0.563,"IN_MMS","39.3232","-86.4131"
1936,"IN_MMS_CAOV",0.66,"IN_MMS","39.3232","-86.4131"
1936,"IN_MMS_LITU",0.761,"IN_MMS","39.3232","-86.4131"
1936,"IN_MMS_QUAL",0.618,"IN_MMS","39.3232","-86.4131"
1936,"IN_MMS_SAAL",0.81,"IN_MMS","39.3232","-86.4131"
1936,"IN_Opp_ACSA",0.995,"IN_Opp","41.339478999999997","-85.763455"
1936,"IN_Opp_CAOV",0.865,"IN_Opp","41.339478999999997","-85.763455"
1936,"IN_Opp_LITU",0.68,"IN_Opp","41.339478999999997","-85.763455"
1936,"IN_Opp_QURU",1.112,"IN_Opp","41.339478999999997","-85.763455"
1936,"IN_Pio_ACSA",0.586,"IN_Pio","38.54","-86.45"
1936,"IN_Pio_CAOV",0.664,"IN_Pio","38.54","-86.45"
1936,"IN_Pio_JUNI",0.666,"IN_Pio","38.54","-86.45"
1936,"IN_Pio_LITU",0.565,"IN_Pio","38.54","-86.45"
1936,"IN_Pio_QUAL",0.682,"IN_Pio","38.54","-86.45"
1936,"IN_Pio_QURU",0.631,"IN_Pio","38.54","-86.45"
1936,"IN_Sau_CAOV",0.979,"IN_Sau","38.370710000000003","-87.717271"
1936,"IN_Sau_QUPA",0.87,"IN_Sau","38.370710000000003","-87.717271"
1936,"IN_Wes_LITU",0.457,"IN_Wes","37.984732000000001","-87.512485"
1936,"Irish_Creek,_VA_QUAL",1.084,"Irish_Creek,_VA","37.675466666666665","-79.2880333333333"
1936,"Irish_Creek,_VA_QUMO",0.897,"Irish_Creek,_VA","37.675466666666665","-79.2880333333333"
1936,"Blanton_Forest_QUAL",0.818,"Blanton_Forest","36.875186999999997","-83.360369"
1936,"Blanton_Forest_QUMO",0.758,"Blanton_Forest","36.875186999999997","-83.360369"
1936,"DanielBoone_London_District_LITU",0.758,"DanielBoone_London_District","37.130000000000003","-84.27"
1936,"MAMMOTH_CAVE_LITU",0.683,"MAMMOTH_CAVE","37.187032000000002","-86.103961"
1936,"Hague,_Lake_George,_NY_QUVE_QUVE",0.808,"Hague,_Lake_George,_NY_QUVE","43.684399999999997","-73.6024666666667"
1936,"HF_LyfordPlots_ACRU",0.886,"HF_LyfordPlots","42.53","-72.18"
1936,"HF_LyfordPlots_QURU",0.873,"HF_LyfordPlots","42.53","-72.18"
1936,"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY_NYSY",0.711,"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY","43.174666666666667","-73.8168333333333"
1936,"Lisha_Kill,_NY_CAGL_CAGL",0.784,"Lisha_Kill,_NY_CAGL","42.794966666666667","-73.86005"
1936,"Lisha_Kill,_NY_QUAL_QUAL",0.786,"Lisha_Kill,_NY_QUAL","42.791466666666665","-73.85855"
1936,"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest_QURU",0.828,"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest","41.383000000000003","-74.017"
1936,"Mashomack_Preserve,_Long_Island,_NY_QUST",0.881,"Mashomack_Preserve,_Long_Island,_NY","41.041499999999999","-72.2845333333333"
1936,"MI_Flu_ACRU",0.712,"MI_Flu","45.559800000000003","-84.7138"
1936,"MI_Flu_QURU",0.665,"MI_Flu","45.559800000000003","-84.7138"
1936,"MI_War_FAGR",0.915,"MI_War","41.827776","-86.623331"
1936,"Middleburgh,_Breglia_Cliffs,_NY_QUMO",0.75,"Middleburgh,_Breglia_Cliffs,_NY","42.608583333333335","-74.31815"
1936,"MO_Bab_ACSA",0.621,"MO_Bab","38.620427999999997","-90.694719"
1936,"MO_Bab_CAOV",0.862,"MO_Bab","38.620427999999997","-90.694719"
1936,"MO_Bab_QUAL",0.685,"MO_Bab","38.620427999999997","-90.694719"
1936,"MO_Flu_ACSA",0.453,"MO_Flu","38.744100000000003","-92.2"
1936,"MO_Flu_CAOV",0.664,"MO_Flu","38.744100000000003","-92.2"
1936,"MO_Flu_QUAL",0.465,"MO_Flu","38.744100000000003","-92.2"
1936,"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU_QURU",1.85,"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU","42.060899999999997","-72.3009"
1936,"Mohonk_Preserve,_Bonticou_Crag,_NY_CAGL",0.852,"Mohonk_Preserve,_Bonticou_Crag,_NY","41.801199999999994","-74.1056833333333"
1936,"Mohonk_Preserve,_NY_LITU",0.799,"Mohonk_Preserve,_NY","41.798633333333335","-74.11255"
1936,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUMO",0.803,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","41.763800000000003","-74.12465"
1936,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUVE",0.911,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","41.763800000000003","-74.12465"
1936,"Mohonk_Preserve,_NY_BELE",1.718,"Mohonk_Preserve,_NY","41.798633333333335","-74.11255"
1936,"Montgomery_Place,_NY_LITU",0.802,"Montgomery_Place,_NY","42.008800000000001","-73.91875"
1936,"Montgomery_Place,_NY_QUMO",1.419,"Montgomery_Place,_NY","42.008800000000001","-73.91875"
1936,"Montgomery_Place,_NY_QURU",0.884,"Montgomery_Place,_NY","42.008800000000001","-73.91875"
1936,"Mt._Agamenticus,_ME_QUMO",0.993,"Mt._Agamenticus,_ME","43.228050000000003","-70.6892"
1936,"Mt_Pleasant,_VA_QUVE",1.011,"Mt_Pleasant,_VA","37.735050000000001","-79.2239666666667"
1936,"Mt_Pleasant,_VA_CAGL",2.008,"Mt_Pleasant,_VA","37.735050000000001","-79.2239666666667"
1936,"MurphyTract_QUAL",0.841,"MurphyTract","39.262112999999999","-80.997378"
1936,"NC_Joy_QURU",0.919,"NC_Joy","35.358468000000002","-83.930323"
1936,"NC_Joy_LITU",0.707,"NC_Joy","35.358468000000002","-83.930323"
1936,"NC_Lil_QUAL",0.766,"NC_Lil","35.031278","-83.257678"
1936,"NC_Sho_QURU",0.81,"NC_Sho","35.598030000000001","-83.422387"
1936,"NewPort_QUAL",0.956,"NewPort"," 41.557004","-71.26675"
1936,"NorthRoundPondPlot3_ACRU",0.898,"NorthRoundPondPlot3","42.844169999999998","-72.44976"
1936,"NorthRoundPondPlot1_ACSA",0.854,"NorthRoundPondPlot1","42.845140000000001","-72.4473"
1936,"NorthRoundPondPlot1_FAGR",1.031,"NorthRoundPondPlot1","42.845140000000001","-72.4473"
1936,"NorthRoundPondPlot2_FRAM",0.844,"NorthRoundPondPlot2","42.847709999999999","-72.4475"
1936,"NorthRoundPondPlot3_QURU",0.94,"NorthRoundPondPlot3","42.844169999999998","-72.44976"
1936,"NorthRoundPondPlot3_BELE",0.827,"NorthRoundPondPlot3","42.844169999999998","-72.44976"
1936,"OH_Dav_QURU",0.489,"OH_Dav","40.137555999999996","-83.907942"
1936,"OH_Dav_LITU",0.526,"OH_Dav","40.137555999999996","-83.907942"
1936,"OH_Gol_CAOV",0.949,"OH_Gol","41.553987999999997","-84.36205"
1936,"OH_Gol_QUAL",0.692,"OH_Gol","41.553987999999997","-84.36205"
1936,"OH_Heu_FAGR",0.751,"OH_Heu","39.578251999999999","-84.738961"
1936,"OH_Heu_LITU",0.284,"OH_Heu","39.578251999999999","-84.738961"
1936,"OH_Joh_CAOV",0.984,"OH_Joh","40.880000000000003","-81.75"
1936,"OH_Joh_QUAL",0.913,"OH_Joh","40.880000000000003","-81.75"
1936,"OH_Joh_QURU",1.204,"OH_Joh","40.880000000000003","-81.75"
1936,"OH_Rid_LITU",0.5,"OH_Rid","39.349398999999998","-82.072414"
1936,"OH_Rid_QUAL",0.847,"OH_Rid","39.349398999999998","-82.072414"
1936,"OH_Rid_QUMO",0.697,"OH_Rid","39.349398999999998","-82.072414"
1936,"Otter_Creek,_PA_LITU",0.485,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1936,"Otter_Creek,_PA_QUAL",0.753,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1936,"Otter_Creek,_PA_QURU",0.765,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1936,"Otter_Creek,_PA_QUVE",0.695,"Otter_Creek,_PA","39.878466666666668","-76.3863666666667"
1936,"PA_Ala_LITU",0.672,"PA_Ala","40.69","-77.75"
1936,"PA_Ala_QUAL",0.822,"PA_Ala","40.69","-77.75"
1936,"PA_Ala_QURU",0.81,"PA_Ala","40.69","-77.75"
1936,"Pine_Lake,_Oneonta,_NY_QURU",0.505,"Pine_Lake,_Oneonta,_NY","42.471333333333334","-74.9258166666667"
1936,"Palmaghatt1_BEAL",0.991,"Palmaghatt1","41.710008000000002","-74.247273"
1936,"Palmaghatt5_QUMO",0.798,"Palmaghatt5","41.705475","-74.251715"
1936,"Palmaghatt5_QURU",0.918,"Palmaghatt5","41.705475","-74.251715"
1936,"Potomac_River,_Dranesville,_VA_QUMO",0.799,"Potomac_River,_Dranesville,_VA","39.058116666666663","-77.3299166666667"
1936,"Prospect_Mtn._ADKs,_NY_BELE",1.001,"Prospect_Mtn._ADKs,_NY","43.417499999999997","-73.729"
1936,"Prospect_Mtn,_ADKs_QURU",0.853,"Prospect_Mtn,_ADKs","43.418266666666668","-73.7550833333333"
1936,"Prospect_Mtn,_ADKs,_NY_CAOV",1.092,"Prospect_Mtn,_ADKs,_NY","43.421666666666667","-73.57"
1936,"RamsHornSwamp_QUAL",0.818,"RamsHornSwamp","42.199420000000003","-73.864775"
1936,"Rooster_Hill_QURU",0.77,"Rooster_Hill","43.231380000000001","-74.52254"
1936,"Schunemunk_QUAL",0.921,"Schunemunk","41.376069999999999","-74.115522"
1936,"Sheridan_Mountain_QURU",0.772,"Sheridan_Mountain","44.528399999999998","-71.63805"
1936,"Singer_Farm_QURU",0.872,"Singer_Farm","43.349633300000001","-78.6612333"
1936,"Stott_Farm,_Argyle,_NY_CAGL",0.798,"Stott_Farm,_Argyle,_NY","43.187999999999995","-73.4988333333333"
1936,"ThreePonds_CATO",0.772,"ThreePonds"," 36.670247","-89.127605"
1936,"TN_Boo_LITU",0.795,"TN_Boo","35.621211000000002","-83.086317"
1936,"TN_Chi_LITU",0.904,"TN_Chi","35.689200999999997","-83.61108"
1936,"TN_Chi_QUAL",0.912,"TN_Chi","35.689200999999997","-83.61108"
1936,"TN_For_LITU",0.552,"TN_For","35.553618","-83.838504"
1936,"TN_Gre_QUMO",0.765,"TN_Gre","35.706690999999999","-83.33878"
1936,"TN_Por_LITU",0.675,"TN_Por","35.677073","-83.397134"
1936,"TN_Rai_LITU",0.586,"TN_Rai","35.664957000000001","-83.463175"
1936,"TN_Sco_LITU",0.396,"TN_Sco","35.594862999999997","-83.916167"
1936,"UTTERTOWN_QURU",0.811,"UTTERTOWN","41.117066700000002","-74.4169833"
1936,"Wachusett_Mtn_QURU",0.82,"Wachusett_Mtn","42.49","-71.88"
1936,"Warren_Cutler_Boy_Scout_Res.,_Naples,_NY_QURU",0.529,"Warren_Cutler_Boy_Scout_Res.,_Naples,_NY","42.682449999999996","-77.4299666666667"
1936,"WhiskeyHollow_QUMO",0.525,"WhiskeyHollow","43.119135","-76.386846"
1936,"Winooski_CAOV",0.768,"Winooski","44.555753000000003","-73.113145"
1936,"Winooski_QUAL",0.855,"Winooski","44.555753000000003","-73.113145"
1936,"Winooski_QUMO",0.814,"Winooski","44.555753000000003","-73.113145"
1936,"WV_Ced_QUMO",1.045,"WV_Ced","38.65","-79.3667"
1936,"Zoar_Lick_QURU",0.834,"Zoar_Lick","42.4230333","-78.8945"
1936,"SCBI_CACO",1.073,"SCBI","38.8935","-78.1454"
1936,"SCBI_CAGL",1.208,"SCBI","38.8935","-78.1454"
1936,"SCBI_CAOL",1.06,"SCBI","38.8935","-78.1454"
1936,"SCBI_CATO",1.077,"SCBI","38.8935","-78.1454"
1936,"SCBI_FAGR",1.051,"SCBI","38.8935","-78.1454"
1936,"SCBI_FRAM",0.896,"SCBI","38.8935","-78.1454"
1936,"SCBI_FRNI",1.232,"SCBI","38.8935","-78.1454"
1936,"SCBI_JUNI",1.189,"SCBI","38.8935","-78.1454"
1936,"SCBI_LITU",1.071,"SCBI","38.8935","-78.1454"
1936,"SCBI_PIST",1.114,"SCBI","38.8935","-78.1454"
1936,"SCBI_QUAL",1.1,"SCBI","38.8935","-78.1454"
1936,"SCBI_QUPR",1.006,"SCBI","38.8935","-78.1454"
1936,"SCBI_QURU",1.051,"SCBI","38.8935","-78.1454"
1936,"SCBI_QUVE",1.062,"SCBI","38.8935","-78.1454"
1936,"HF_ACRU",0.982,"HF","42.5388","-72.18"
1936,"HF_BEAL",0.666,"HF","42.5388","-72.18"
1936,"HF_FRAM",0.805,"HF","42.5388","-72.18"
1936,"HF_QURU",1.011,"HF","42.5388","-72.18"
1936,"HF_TSCA",1.029,"HF","42.5388","-72.18"
1937,"Aquidneck_Rhode_Island_QURU",0.985,"Aquidneck_Rhode_Island","41.569283300000002","-71.2840333"
1937,"SIPSEY_WILDERNESS_CAGL",1.02,"SIPSEY_WILDERNESS","34.357419","-87.427427"
1937,"Arnot_Forest,_NY_QURU",1.156,"Arnot_Forest,_NY","42.271616666666667","-76.6267666666667"
1937,"Bear_Island,_MD_CAGL",1.33,"Bear_Island,_MD","38.984566666666666","-77.2423166666667"
1937,"Bent_Creek_QUST",1.246,"Bent_Creek","35.5","-82.6"
1937,"Big_Canoe_QUAL",1.033,"Big_Canoe","34.475662999999997","-84.329251"
1937,"Black_Rock_Blueberry_Fields,_Black_Rock_Forest_QURU",1.802,"Black_Rock_Blueberry_Fields,_Black_Rock_Forest","41.383000000000003","-74.017"
1937,"Blue_Ridge_Parkway/Patty's_Oaks_update_QUMO",1.083,"Blue_Ridge_Parkway/Patty's_Oaks_update","37.536433333333335","-79.4948833333333"
1937,"Bronx,_Hunter_Island,_NY_QUST",1.027,"Bronx,_Hunter_Island,_NY","40.875455600000002","-73.7900333"
1937,"Curtiss-Gale_Wildlife_Preserve,_Fulton,_NY_QURU",1.041,"Curtiss-Gale_Wildlife_Preserve,_Fulton,_NY","43.288583333333328","-76.3885333333333"
1937,"DanielBoone_London_District_FAGR",0.959,"DanielBoone_London_District","37.130000000000003","-84.27"
1937,"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU_LITU",1.099,"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU",NA,NA
1937,"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC_MAAC",1.025,"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC",NA,NA
